ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_cost_of_goods_sold|ca_emp_compens_n_travel|ca_compensation_to_employees_no_of_employees|ca_total_assets|ca_non_current_assets|ca_net_fixed_assets|ca_cap_wip|ca_lt_inventories|ca_st_inventories|ca_total_assets|ca_op_cf_before_working_cap_chg
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2005|12|IGAAP|55477.0300|25766.7000|ER|53377.4000|NA|14936.1000|1240.5000|NA|NA|53377.4000|28215.1000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2006|12|IGAAP|64534.7000|50400.2000|ER|87318.5000|NA|20230.3000|7089.6000|NA|NA|87318.5000|37726.2000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2007|12|IGAAP|84026.3700|97180.8000|ER|132326.4000|NA|31868.9000|7930.4000|NA|NA|132326.4000|51754.4000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2008|12|IGAAP|115840.4000|122780.7000|1039.8377|176919.0000|NA|39345.5000|9068.7000|NA|NA|176919.0000|63130.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2009|12|IGAAP|140336.7100|153298.9000|1015.8659|228638.6000|NA|67455.4000|7054.9000|NA|NA|228638.6000|64332.5000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2010|12|IGAAP|147889.5600|157451.8000|946.0858|277939.8000|NA|67380.3000|10173.7000|NA|NA|277939.8000|88340.2000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2011|12|IGAAP|182071.8800|199406.2000|957.4537|329351.2000|156650.1000|74790.9000|11938.9000|NA|228.2000|329351.2000|110681.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2012|12|IGAAP|239361.2000|261214.4000|1043.9357|415549.7000|182996.9000|86620.6000|14463.7000|NA|177.7000|415549.7000|145039.3000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2013|12|IGAAP|311215.5400|338052.0000|1133.6635|524176.2000|208289.2000|98280.1000|18953.6000|NA|211.5000|524176.2000|182033.1000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2014|12|IGAAP|392480.9800|428443.9000|1321.1857|674950.2000|242991.3000|95443.3000|31684.8000|NA|152.1000|674950.2000|252458.3000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2015|12|IGAAP|491714.2800|536872.5000|1558.1414|742380.4000|249774.3000|116381.7000|27663.7000|NA|160.7000|742380.4000|261033.2000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2016|12|INDAS|501313.0000|580120.0000|1500.4337|897050.0000|259180.0000|117740.0000|16700.0000|NA|160.0000|897050.0000|316310.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2017|12|INDAS|554970.0000|644070.0000|1533.8222|1042680.0000|235300.0000|117010.0000|15410.0000|NA|210.0000|1042680.0000|338000.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2018|12|INDAS|652168.0000|692120.0000|1611.5651|1071980.0000|254390.0000|119730.0000|12780.0000|NA|260.0000|1071980.0000|328850.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2019|12|INDAS|747906.0000|817200.0000|1759.6776|1161990.0000|234480.0000|122900.0000|9630.0000|NA|100.0000|1161990.0000|407200.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2020|12|INDAS|811915.0000|892480.0000|1845.5051|1214090.0000|311490.0000|209280.0000|9060.0000|NA|50.0000|1214090.0000|428820.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2021|12|INDAS|850373.0000|928950.0000|1811.2557|1325780.0000|327200.0000|210210.0000|9260.0000|NA|80.0000|1325780.0000|470310.0000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2022|12|INDAS|1004924.0000|1091430.0000|1763.7470|1431970.0000|343930.0000|212980.0000|12050.0000|NA|200.0000|1431970.0000|542040.0000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2011|12|IGAAP|29077.8800|8914.3000|ER|777518.4000|667477.8000|379320.1000|220784.2000|NA|3823.5000|777518.4000|76638.0000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2012|12|IGAAP|33615.2800|10397.8000|ER|977227.3000|883401.6000|483218.1000|257014.1000|NA|4412.5000|977227.3000|91631.7000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2013|12|IGAAP|42011.3100|11017.6000|ER|1196956.3000|1124457.2000|625684.9000|316628.9000|NA|5528.5000|1196956.3000|114025.4000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2014|12|IGAAP|50900.5700|11680.2000|ER|1484488.0000|1386949.3000|742516.7000|444704.8000|NA|7134.4000|1484488.0000|134148.0000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2015|12|IGAAP|60451.3700|12870.1000|ER|1697717.4000|1608605.5000|911910.6000|473517.9000|NA|7188.4000|1697717.4000|152343.6000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2016|12|INDAS|70615.8400|11041.2000|ER|1932351.8000|1797696.9000|1150941.8000|401817.8000|NA|7074.3000|1932351.8000|183546.2000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2017|12|INDAS|87909.2100|14865.5000|ER|2134847.1000|1980305.7000|1376778.3000|345097.4000|NA|9242.0000|2134847.1000|231281.0000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2018|12|INDAS|104846.9300|17476.7000|ER|2319492.0000|2142748.3000|1561982.4000|340625.3000|NA|10876.7000|2319492.0000|265873.2000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2019|12|INDAS|122834.2500|19694.2000|ER|2617443.4000|2375840.3000|1727395.9000|346613.6000|NA|12699.7000|2617443.4000|309944.6000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2020|12|INDAS|134078.4700|21529.0000|ER|2734635.7000|2483958.4000|1811121.0000|313262.3000|NA|14513.8000|2734635.7000|328733.1000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2021|12|INDAS|139180.0600|22569.1000|ER|2760401.5000|2415712.5000|1837259.4000|217197.2000|NA|13854.6000|2760401.5000|339189.1000
177758|POWER GRID CORPN. OF INDIA LTD.|31-03-2022|12|INDAS|149251.1500|24173.4000|ER|2746072.0000|2436560.8000|1917728.4000|112578.5000|NA|13640.6000|2746072.0000|361938.2000
196667|RELIANCE INDUSTRIES LTD.|31-03-2002|12|IGAAP|346015.0800|6158.1000|ER|570348.8000|NA|316505.3000|14684.5000|NA|NA|570348.8000|82024.9000
196667|RELIANCE INDUSTRIES LTD.|31-03-2003|12|IGAAP|374048.9400|7189.7000|ER|638511.0000|NA|321363.0000|19338.7000|NA|NA|638511.0000|85050.4000
196667|RELIANCE INDUSTRIES LTD.|31-03-2004|12|IGAAP|413640.0100|9104.6000|ER|722920.0000|NA|318559.0000|32751.9000|NA|NA|722920.0000|100490.8000
196667|RELIANCE INDUSTRIES LTD.|31-03-2005|12|IGAAP|535473.5600|9316.4000|ER|816775.9000|NA|302541.2000|46444.0000|NA|NA|816775.9000|131311.1000
196667|RELIANCE INDUSTRIES LTD.|31-03-2006|12|IGAAP|645231.2500|15719.0000|ER|969931.7000|NA|562906.7000|84034.8000|NA|NA|969931.7000|144098.1000
196667|RELIANCE INDUSTRIES LTD.|31-03-2007|12|IGAAP|907161.8800|27322.1000|ER|1328482.9000|NA|648225.6000|282526.6000|NA|NA|1328482.9000|201992.7000
196667|RELIANCE INDUSTRIES LTD.|31-03-2008|12|IGAAP|1127448.2500|29278.2000|ER|1757672.7000|NA|640611.1000|470930.8000|NA|NA|1757672.7000|232762.7000
196667|RELIANCE INDUSTRIES LTD.|31-03-2009|12|IGAAP|1274253.4600|31905.8000|ER|2471719.5000|NA|1070442.0000|563198.0000|NA|NA|2471719.5000|240078.7000
196667|RELIANCE INDUSTRIES LTD.|31-03-2010|12|IGAAP|1750788.9100|28719.2000|ER|2604704.9000|NA|1601912.5000|150288.4000|NA|NA|2604704.9000|295734.5000
196667|RELIANCE INDUSTRIES LTD.|31-03-2011|12|IGAAP|2292165.3000|34480.0000|565.9799|3089270.0000|2014330.0000|1581000.0000|257140.0000|NA|385200.0000|3089270.0000|376940.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2012|12|IGAAP|3229134.0000|41040.0000|607.2004|3299600.0000|1851110.0000|1388140.0000|214150.0000|NA|466920.0000|3299600.0000|357950.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2013|12|IGAAP|3592239.0000|54050.0000|721.4398|3654510.0000|2095370.0000|1334870.0000|441030.0000|NA|546010.0000|3654510.0000|343730.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2014|12|IGAAP|3930576.2000|58440.0000|667.0817|4332000.0000|2821310.0000|1414170.0000|815120.0000|NA|567200.0000|4332000.0000|384440.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2015|12|IGAAP|3280719.0000|66500.0000|641.8614|5114950.0000|3749180.0000|1564580.0000|1465270.0000|NA|532480.0000|5114950.0000|389940.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2016|12|INDAS|2214659.1800|78260.0000|606.9719|6012140.0000|4734290.0000|1849100.0000|2286970.0000|NA|464860.0000|6012140.0000|388870.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2017|12|INDAS|2484867.0000|88160.0000|597.0829|7136410.0000|5668280.0000|1985260.0000|3248370.0000|NA|489510.0000|7136410.0000|441700.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2018|12|INDAS|3225564.9700|99580.0000|507.2738|8163480.0000|6325620.0000|4038850.0000|1870220.0000|NA|608370.0000|8163480.0000|627650.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2019|12|INDAS|4734878.5200|131950.0000|643.5256|10024060.0000|7703530.0000|3983740.0000|1794630.0000|NA|675610.0000|10024060.0000|833190.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2020|12|INDAS|4890690.0400|148630.0000|719.5146|11659150.0000|9076550.0000|5326580.0000|1091060.0000|NA|739030.0000|11659150.0000|853470.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2021|12|INDAS|3803804.8600|150530.0000|626.9517|13028150.0000|9696470.0000|5412580.0000|1259530.0000|NA|816720.0000|13028150.0000|801290.0000
196667|RELIANCE INDUSTRIES LTD.|31-03-2022|12|INDAS|5761783.0000|191400.0000|547.4048|15176650.0000|11706460.0000|6277980.0000|1725060.0000|NA|1077780.0000|15176650.0000|1137260.0000
215829|U P L LTD.|31-03-2004|12|IGAAP|7015.2500|877.4000|ER|15991.7000|NA|7001.3000|199.6000|NA|NA|15991.7000|NA
215829|U P L LTD.|31-03-2005|12|IGAAP|9360.0500|1055.1000|ER|20103.5000|NA|9382.7000|380.2000|NA|NA|20103.5000|3278.9000
215829|U P L LTD.|31-03-2006|12|IGAAP|11602.1400|1324.7000|ER|34117.5000|NA|10517.4000|351.0000|NA|NA|34117.5000|4651.2000
215829|U P L LTD.|31-03-2007|12|IGAAP|16598.9000|2255.6000|ER|48219.0000|NA|17983.7000|752.5000|NA|NA|48219.0000|4544.1000
215829|U P L LTD.|31-03-2008|12|IGAAP|25504.5000|4508.9000|ER|53107.0000|NA|14575.4000|1417.6000|NA|NA|53107.0000|5764.1000
215829|U P L LTD.|31-03-2009|12|IGAAP|33442.6700|5328.0000|ER|65820.8000|NA|17254.7000|1238.8000|NA|NA|65820.8000|9697.8000
215829|U P L LTD.|31-03-2010|12|IGAAP|38413.1500|5727.8000|ER|70200.1000|NA|17722.7000|405.5000|NA|NA|70200.1000|10031.9000
215829|U P L LTD.|31-03-2011|12|IGAAP|39565.7500|6027.9000|1595.7829|83399.3000|31628.7000|23208.5000|567.6000|NA|14055.4000|83399.3000|11088.7000
215829|U P L LTD.|31-03-2012|12|IGAAP|54684.8000|7877.4000|2043.5667|104695.5000|46438.4000|32229.4000|3056.5000|NA|18778.6000|104695.5000|14328.6000
215829|U P L LTD.|31-03-2013|12|IGAAP|63704.4100|9771.5000|2515.8454|126374.8000|50155.7000|34892.1000|3776.2000|NA|20687.0000|126374.8000|17737.2000
215829|U P L LTD.|31-03-2014|12|IGAAP|73833.1800|11071.2000|2683.0221|131145.3000|52833.9000|37974.1000|2277.7000|NA|24800.7000|131145.3000|21044.3000
215829|U P L LTD.|31-03-2015|12|IGAAP|81827.4000|12236.7000|2724.8498|146566.2000|59104.3000|40080.8000|5831.0000|NA|29376.0000|146566.2000|22943.7000
215829|U P L LTD.|31-03-2016|12|INDAS|95846.0000|16610.0000|2985.0125|173810.0000|57810.0000|38620.0000|4840.0000|NA|37870.0000|173810.0000|26030.0000
215829|U P L LTD.|31-03-2017|12|INDAS|108857.0000|18810.0000|2847.3924|207470.0000|66890.0000|40710.0000|7920.0000|NA|41560.0000|207470.0000|29450.0000
215829|U P L LTD.|31-03-2018|12|INDAS|114707.0000|19690.0000|2303.9677|234150.0000|80250.0000|44370.0000|13190.0000|NA|45380.0000|234150.0000|34690.0000
215829|U P L LTD.|31-03-2019|12|INDAS|151314.0000|24220.0000|1835.9478|643690.0000|364510.0000|321490.0000|18550.0000|NA|91330.0000|643690.0000|37240.0000
215829|U P L LTD.|31-03-2020|12|INDAS|252527.0000|38380.0000|2942.5547|711670.0000|408470.0000|353210.0000|20730.0000|NA|78500.0000|711670.0000|65080.0000
215829|U P L LTD.|31-03-2021|12|INDAS|273443.0000|39520.0000|3028.2265|713940.0000|403670.0000|347650.0000|21170.0000|NA|94220.0000|713940.0000|81510.0000
215829|U P L LTD.|31-03-2022|12|INDAS|318872.0000|49850.0000|3540.6772|836690.0000|429530.0000|361930.0000|25010.0000|NA|130780.0000|836690.0000|92670.0000
236328|STATE BANK OF INDIA|31-03-2002|12|IGAAP|56424.8800|68265.7000|ER|4503222.2000|NA|29885.8000|1443.5000|NA|NA|4503222.2000|105018.4000
236328|STATE BANK OF INDIA|31-03-2003|12|IGAAP|64820.1000|78584.4000|ER|4979726.5000|NA|30043.8000|1619.6000|NA|NA|4979726.5000|129919.5000
236328|STATE BANK OF INDIA|31-03-2004|12|IGAAP|72102.1600|84538.6000|ER|5508958.6000|NA|34176.0000|1508.3000|NA|NA|5508958.6000|163814.6000
236328|STATE BANK OF INDIA|31-03-2005|12|IGAAP|86415.3300|102589.6000|ER|6285775.7000|NA|34785.1000|1328.4000|NA|NA|6285775.7000|171410.5000
236328|STATE BANK OF INDIA|31-03-2006|12|IGAAP|102839.5000|107638.0000|ER|6969918.2000|NA|39106.5000|842.9000|NA|NA|6969918.2000|157979.2000
236328|STATE BANK OF INDIA|31-03-2007|12|IGAAP|117662.8000|105974.7000|ER|8151744.3000|NA|38967.2000|1500.2000|NA|NA|8151744.3000|157838.9000
236328|STATE BANK OF INDIA|31-03-2008|12|IGAAP|143563.3800|104595.3000|ER|10272695.2000|NA|48208.9000|2465.8000|NA|NA|10272695.2000|193567.1000
236328|STATE BANK OF INDIA|31-03-2009|12|IGAAP|108261.4000|130052.3000|ER|13048257.5000|NA|55468.0000|2868.1000|NA|NA|13048257.5000|262804.7000
236328|STATE BANK OF INDIA|31-03-2010|12|IGAAP|136940.9500|163380.1000|ER|14501439.6000|NA|62963.9000|4860.3000|NA|NA|14501439.6000|211951.2000
236328|STATE BANK OF INDIA|31-03-2011|12|IGAAP|169582.8600|207110.3000|ER|16492706.1000|NA|69109.1000|3457.0000|NA|NA|16492706.1000|350156.2000
236328|STATE BANK OF INDIA|31-03-2012|12|IGAAP|173740.0800|210405.2000|ER|18341080.1000|NA|77553.1000|3813.0000|NA|NA|18341080.1000|480502.4000
236328|STATE BANK OF INDIA|31-03-2013|12|IGAAP|197259.6400|238283.9000|ER|21360838.5000|NA|94220.5000|6764.3000|NA|NA|21360838.5000|460904.3000
236328|STATE BANK OF INDIA|31-03-2014|12|IGAAP|244908.4900|296749.8000|ER|23994564.7000|NA|111708.6000|3372.7000|NA|NA|23994564.7000|470541.8000
236328|STATE BANK OF INDIA|31-03-2015|12|IGAAP|254741.6100|311392.7000|ER|27049821.9000|NA|129242.0000|4003.2000|NA|NA|27049821.9000|553611.5000
236328|STATE BANK OF INDIA|31-03-2016|12|IGAAP|272720.4900|325359.5000|ER|30792056.3000|NA|154152.0000|7857.0000|NA|NA|30792056.3000|632858.0000
236328|STATE BANK OF INDIA|31-03-2017|12|IGAAP|302797.1200|357443.5000|ER|34451215.6000|NA|511892.4000|6949.2000|NA|NA|34451215.6000|692379.8000
236328|STATE BANK OF INDIA|31-03-2018|12|IGAAP|303077.1500|354526.6000|ER|36164445.6000|NA|420347.9000|9250.7000|NA|NA|36164445.6000|666242.1000
236328|STATE BANK OF INDIA|31-03-2019|12|IGAAP|365877.5300|438070.1000|ER|38884641.8000|NA|416748.2000|7623.0000|NA|NA|38884641.8000|683650.4000
236328|STATE BANK OF INDIA|31-03-2020|12|IGAAP|403089.7800|488544.2000|ER|41974923.4000|NA|411584.1000|4697.6000|NA|NA|41974923.4000|767428.0000
236328|STATE BANK OF INDIA|31-03-2021|12|IGAAP|441538.8700|543362.2000|ER|48550632.0000|NA|412486.0000|4681.9000|NA|NA|48550632.0000|857340.0000
236328|STATE BANK OF INDIA|31-03-2022|12|IGAAP|491876.0400|614451.3000|ER|53714256.0000|NA|407795.1000|2805.4000|NA|NA|53714256.0000|843343.6000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2002|12|IGAAP|3896.1100|609.6000|ER|6652.2000|NA|2092.1000|473.0000|NA|NA|6652.2000|NA
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2003|12|IGAAP|4978.5600|899.7000|ER|8974.5000|NA|2681.8000|789.9000|NA|NA|8974.5000|2866.6000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2004|12|IGAAP|4131.1700|1273.6000|ER|15335.8000|NA|6130.4000|385.5000|NA|NA|15335.8000|4213.1000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2005|12|IGAAP|5573.9400|1509.3000|ER|33229.9000|NA|7256.8000|485.5000|NA|NA|33229.9000|4518.7000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2006|12|IGAAP|8974.2200|1811.1000|ER|39669.1000|NA|9069.7000|397.9000|NA|NA|39669.1000|5213.9000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2007|12|IGAAP|11509.5200|2568.5000|ER|45023.4000|NA|11249.6000|592.3000|NA|NA|45023.4000|6991.7000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2008|12|IGAAP|13853.7800|3106.2000|ER|60880.2000|NA|12082.9000|491.9000|NA|NA|60880.2000|16209.1000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2009|12|IGAAP|17270.8500|4239.6000|ER|82759.3000|NA|17878.8000|1571.0000|NA|NA|82759.3000|23309.4000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2010|12|IGAAP|19812.8100|4913.8000|ER|92008.2000|NA|20270.7000|1448.2000|NA|NA|92008.2000|13914.9000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2011|12|IGAAP|27395.0400|8382.0000|ER|123809.5000|47800.9000|32933.5000|2354.6000|NA|14894.8000|123809.5000|18578.5000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2012|12|IGAAP|34469.9700|12140.1000|ER|165068.0000|62089.8000|39513.5000|3446.5000|NA|20869.8000|165068.0000|34650.5000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2013|12|IGAAP|44150.0200|15163.2000|ER|206064.7000|90897.1000|56474.7000|5626.1000|NA|25777.6000|206064.7000|44339.3000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2014|12|IGAAP|58200.1200|20105.0000|ER|294007.9000|106976.4000|68172.8000|8415.4000|NA|31230.1000|294007.9000|34011.7000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2015|12|IGAAP|136887.1900|45382.0000|1316.8967|493450.7000|203016.4000|126824.7000|20386.1000|NA|56679.9000|493450.7000|71766.7000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2016|12|INDAS|132792.4000|45392.4000|1401.3533|561371.6000|260002.9000|158722.5000|21754.5000|NA|64225.4000|561371.6000|84275.5000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2017|12|INDAS|157779.3600|48159.0000|1437.2833|622166.3000|289582.2000|176751.7000|28013.8000|NA|68328.1000|622166.3000|95485.4000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2018|12|INDAS|155654.5600|52088.5000|1569.3633|655521.4000|335686.2000|188526.5000|24651.6000|NA|68806.9000|655521.4000|48612.0000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2019|12|INDAS|163848.2400|58243.0000|1655.5062|658410.9000|345107.7000|218365.4000|14111.5000|NA|78859.8000|658410.9000|57788.6000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2020|12|INDAS|181906.2200|62465.0000|1584.3250|695553.8000|375645.1000|228469.1000|12203.4000|NA|78749.9000|695553.8000|70021.3000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2021|12|INDAS|182590.1700|63629.9000|1655.7243|691849.2000|383804.0000|215529.8000|15668.3000|NA|89970.2000|691849.2000|46092.2000
239726|SUN PHARMACEUTICAL INDS. LTD.|31-03-2022|12|INDAS|202854.8900|69333.4000|1727.7026|718737.9000|363664.8000|224597.4000|12868.0000|NA|89968.1000|718737.9000|64562.7000
248093|TATA MOTORS LTD.|31-03-2002|12|IGAAP|65009.5500|8681.4000|ER|85163.1000|NA|37222.6000|1793.4000|NA|NA|85163.1000|NA
248093|TATA MOTORS LTD.|31-03-2003|12|IGAAP|74888.0800|9062.4000|ER|85541.1000|NA|35878.0000|2002.2000|NA|NA|85541.1000|12476.2000
248093|TATA MOTORS LTD.|31-03-2004|12|IGAAP|108813.1700|10888.4000|ER|114627.3000|NA|37840.7000|3095.7000|NA|NA|114627.3000|20260.4000
248093|TATA MOTORS LTD.|31-03-2005|12|IGAAP|157907.6300|14376.5000|ER|152435.4000|NA|40893.0000|5409.9000|NA|NA|152435.4000|24296.0000
248093|TATA MOTORS LTD.|31-03-2006|12|IGAAP|190386.5900|17831.2000|ER|184344.1000|NA|48713.8000|9744.9000|NA|NA|184344.1000|30106.3000
248093|TATA MOTORS LTD.|31-03-2007|12|IGAAP|258229.0200|24157.9000|ER|257402.1000|NA|53663.1000|25816.5000|NA|NA|257402.1000|39447.1000
248093|TATA MOTORS LTD.|31-03-2008|12|IGAAP|285054.7000|27451.6000|ER|359424.8000|NA|74721.5000|59482.8000|NA|NA|359424.8000|42844.1000
248093|TATA MOTORS LTD.|31-03-2009|12|IGAAP|586660.0700|72974.2000|ER|759087.5000|NA|289119.0000|105330.0000|NA|NA|759087.5000|27765.8000
248093|TATA MOTORS LTD.|31-03-2010|12|IGAAP|745150.5500|89428.9000|ER|882462.5000|NA|338558.2000|80680.2000|NA|NA|882462.5000|79552.9000
248093|TATA MOTORS LTD.|31-03-2011|12|IGAAP|937421.4800|93426.7000|1757.7600|1033782.5000|610526.6000|353422.3000|114567.9000|NA|140705.1000|1033782.5000|166797.5000
248093|TATA MOTORS LTD.|31-03-2012|12|IGAAP|1283848.8200|122984.5000|2098.0671|1504639.2000|856762.4000|443545.2000|159458.3000|NA|182160.2000|1504639.2000|224323.4000
248093|TATA MOTORS LTD.|31-03-2013|12|IGAAP|1514316.0800|166542.2000|2648.8668|1773128.0000|1028375.4000|555046.9000|184535.5000|NA|210368.2000|1773128.0000|244055.4000
248093|TATA MOTORS LTD.|31-03-2014|12|IGAAP|1839006.9300|216099.2000|3136.9188|2309369.8000|1344699.5000|690715.7000|332625.6000|NA|272708.9000|2309369.8000|346850.8000
248093|TATA MOTORS LTD.|31-03-2015|12|IGAAP|2145618.3100|256419.5000|3489.4128|2393958.5000|1368995.9000|884616.1000|286400.9000|NA|292723.4000|2393958.5000|435891.7000
248093|TATA MOTORS LTD.|31-03-2016|12|INDAS|2287146.1000|289136.1000|3774.7213|2793720.9000|1681741.3000|1072317.6000|259189.4000|NA|326557.3000|2793720.9000|386261.4000
248093|TATA MOTORS LTD.|31-03-2017|12|INDAS|2325677.8500|284005.0000|3569.7856|2887042.1000|1710838.4000|959440.8000|336988.4000|NA|350853.1000|2887042.1000|288401.1000
248093|TATA MOTORS LTD.|31-03-2018|12|INDAS|2621817.4600|303037.7000|3737.0539|3435939.1000|2061924.4000|1214138.6000|400335.0000|NA|421376.3000|3435939.1000|333234.7000
248093|TATA MOTORS LTD.|31-03-2019|12|INDAS|2792780.5300|347632.5000|4198.6123|3221666.6000|1974836.1000|1112344.7000|318838.4000|NA|390137.3000|3221666.6000|287708.7000
248093|TATA MOTORS LTD.|31-03-2020|12|INDAS|2402187.0000|308747.4000|3912.8507|3379764.9000|2170588.3000|1271071.4000|356222.9000|NA|374568.8000|3379764.9000|233524.8000
248093|TATA MOTORS LTD.|31-03-2021|12|INDAS|2261525.8800|300262.0000|3988.7085|3588155.5000|2107014.8000|1387076.1000|209639.3000|NA|360885.9000|3588155.5000|311976.4000
248093|TATA MOTORS LTD.|31-03-2022|12|INDAS|2555654.7100|309666.6000|4206.9694|3467728.1000|1987170.7000|1388554.5000|102510.9000|NA|352403.4000|3467728.1000|266661.7000
248136|TATA STEEL LTD.|31-03-2002|12|IGAAP|50475.9700|14124.4000|ER|135943.1000|NA|74343.0000|3396.2000|NA|NA|135943.1000|NA
248136|TATA STEEL LTD.|31-03-2003|12|IGAAP|55392.1600|14878.2000|ER|137558.5000|NA|74627.3000|2039.0000|NA|NA|137558.5000|23981.9000
248136|TATA STEEL LTD.|31-03-2004|12|IGAAP|63712.2800|16356.8000|ER|145084.5000|NA|72543.0000|7694.7000|NA|NA|145084.5000|36193.4000
248136|TATA STEEL LTD.|31-03-2005|12|IGAAP|82200.7700|15349.9000|ER|186652.8000|NA|79327.5000|18960.4000|NA|NA|186652.8000|62088.6000
248136|TATA STEEL LTD.|31-03-2006|12|IGAAP|117327.2900|17266.6000|ER|214825.9000|NA|95446.9000|13574.1000|NA|NA|214825.9000|63529.6000
248136|TATA STEEL LTD.|31-03-2007|12|IGAAP|149529.2900|20380.0000|ER|508415.6000|NA|111138.2000|33263.7000|NA|NA|508415.6000|76216.0000
248136|TATA STEEL LTD.|31-03-2008|12|IGAAP|1012893.5000|222257.5000|2537.2440|1256899.3000|NA|511686.9000|88475.6000|NA|NA|1256899.3000|242091.9000
248136|TATA STEEL LTD.|31-03-2009|12|IGAAP|1168390.2600|179750.6000|2076.8891|1258949.1000|NA|517824.6000|88883.2000|NA|NA|1258949.1000|146978.8000
248136|TATA STEEL LTD.|31-03-2010|12|IGAAP|803761.8200|164751.2000|2027.2330|1131565.3000|NA|510670.1000|92706.4000|NA|NA|1131565.3000|80635.6000
248136|TATA STEEL LTD.|31-03-2011|12|IGAAP|885502.4400|158402.0000|1949.5391|1391936.4000|820890.1000|518658.3000|135517.1000|NA|240552.4000|1391936.4000|188085.3000
248136|TATA STEEL LTD.|31-03-2012|12|IGAAP|1055149.4500|172286.4000|2110.7839|1498978.9000|925052.7000|577124.7000|217704.3000|NA|255980.0000|1498978.9000|137972.4000
248136|TATA STEEL LTD.|31-03-2013|12|IGAAP|1059510.3800|189120.0000|2345.0636|1495374.0000|949448.4000|662191.0000|160591.2000|NA|240911.9000|1495374.0000|130062.4000
248136|TATA STEEL LTD.|31-03-2014|12|IGAAP|1135851.1400|203185.0000|2527.4595|1751001.1000|1167535.5000|749069.3000|268224.5000|NA|268800.0000|1751001.1000|175093.0000
248136|TATA STEEL LTD.|31-03-2015|12|IGAAP|1064869.0200|214076.4000|2687.8150|1625724.9000|1085376.7000|681003.3000|286781.2000|NA|251499.1000|1625724.9000|138622.8000
