ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_cost_of_goods_sold|ca_emp_compens_n_travel|ca_compensation_to_employees_no_of_employees|ca_total_assets|ca_non_current_assets|ca_net_fixed_assets|ca_cap_wip|ca_lt_inventories|ca_st_inventories|ca_total_assets|ca_op_cf_before_working_cap_chg
48799|COAL INDIA LTD.|31-03-2010|12|IGAAP|278623.4800|167672.4000|419.4469|731027.1000|NA|120354.4000|22607.8000|NA|NA|731027.1000|147255.9000
48799|COAL INDIA LTD.|31-03-2011|12|IGAAP|326963.0600|190872.9000|494.7022|873554.8000|175497.1000|128433.1000|19260.2000|NA|55856.1000|873554.8000|186557.0000
48799|COAL INDIA LTD.|31-03-2012|12|IGAAP|378894.2200|265431.6000|711.0374|1087154.0000|195758.0000|134402.9000|29033.8000|NA|60712.8000|1087154.0000|230275.3000
48799|COAL INDIA LTD.|31-03-2013|12|IGAAP|430639.0900|267829.6000|744.3497|1121588.8000|218799.8000|134657.6000|34959.5000|NA|56178.3000|1121588.8000|246000.9000
48799|COAL INDIA LTD.|31-03-2014|12|IGAAP|450416.7100|273313.6000|784.3635|1068710.7000|240555.1000|145949.3000|43158.1000|NA|55680.7000|1068710.7000|231068.8000
48799|COAL INDIA LTD.|31-03-2015|12|IGAAP|490783.4200|292749.1000|874.5444|1130981.5000|327083.2000|161150.4000|51593.7000|NA|61838.2000|1130981.5000|233048.9000
48799|COAL INDIA LTD.|31-03-2016|12|INDAS|516176.2900|294677.5000|908.9481|1150484.0000|405016.8000|205463.0000|59043.5000|NA|75691.7000|1150484.0000|236988.7000
48799|COAL INDIA LTD.|31-03-2017|12|INDAS|596559.3600|337369.0000|1083.2147|1215587.4000|487185.5000|219269.4000|103029.5000|NA|97170.4000|1215587.4000|163613.5000
48799|COAL INDIA LTD.|31-03-2018|12|INDAS|534030.9600|428210.0000|1428.1721|1282768.9000|603435.4000|240895.1000|137572.8000|NA|64438.5000|1282768.9000|135407.3000
48799|COAL INDIA LTD.|31-03-2019|12|INDAS|476386.4700|389876.9000|1360.0605|1359688.7000|644767.7000|285816.1000|136943.9000|NA|55839.3000|1359688.7000|311087.7000
48799|COAL INDIA LTD.|31-03-2020|12|INDAS|518245.9200|396488.5000|1448.4949|1523557.0000|666819.4000|323404.9000|127713.7000|NA|66179.8000|1523557.0000|286802.9000
48799|COAL INDIA LTD.|31-03-2021|12|INDAS|474089.0500|387257.3000|1491.3608|1644759.9000|770722.2000|377994.1000|150956.4000|NA|89474.7000|1644759.9000|218908.0000
48799|COAL INDIA LTD.|31-03-2022|12|INDAS|594202.3600|408572.0000|1639.3032|1828260.4000|874456.7000|428034.1000|167706.9000|NA|70756.8000|1828260.4000|299236.1000
61957|DIVI'S LABORATORIES LTD.|31-03-2006|12|IGAAP|2389.7400|280.1000|ER|6500.0000|NA|2148.6000|763.0000|NA|NA|6500.0000|1254.2000
61957|DIVI'S LABORATORIES LTD.|31-03-2007|12|IGAAP|4267.0900|754.5000|ER|8461.1000|NA|3813.8000|375.3000|NA|NA|8461.1000|2742.1000
61957|DIVI'S LABORATORIES LTD.|31-03-2008|12|IGAAP|5587.7700|809.0000|ER|11835.6000|NA|4970.6000|598.2000|NA|NA|11835.6000|4374.4000
61957|DIVI'S LABORATORIES LTD.|31-03-2009|12|IGAAP|6154.5800|1025.6000|ER|15549.2000|NA|5898.6000|195.0000|NA|NA|15549.2000|5425.0000
61957|DIVI'S LABORATORIES LTD.|31-03-2010|12|IGAAP|4942.3800|1031.1000|ER|18661.7000|NA|5898.4000|237.5000|NA|NA|18661.7000|4080.8000
61957|DIVI'S LABORATORIES LTD.|31-03-2011|12|IGAAP|7535.0600|1202.2000|ER|22839.8000|7432.7000|5899.3000|1037.2000|NA|5717.0000|22839.8000|4992.5000
61957|DIVI'S LABORATORIES LTD.|31-03-2012|12|IGAAP|10715.8600|1550.6000|ER|27657.6000|10148.1000|7384.0000|1815.8000|NA|6789.7000|27657.6000|7074.9000
61957|DIVI'S LABORATORIES LTD.|31-03-2013|12|IGAAP|12022.6900|2019.4000|ER|35356.3000|16715.2000|9087.2000|3034.2000|NA|8357.0000|35356.3000|8404.9000
61957|DIVI'S LABORATORIES LTD.|31-03-2014|12|IGAAP|13856.4700|2381.1000|ER|42508.6000|19945.2000|12218.5000|1444.8000|NA|9324.2000|42508.6000|10684.5000
61957|DIVI'S LABORATORIES LTD.|31-03-2015|12|IGAAP|18080.9500|2991.6000|333.0123|51186.9000|23462.8000|13088.9000|2181.8000|NA|11626.4000|51186.9000|11633.1000
61957|DIVI'S LABORATORIES LTD.|31-03-2016|12|INDAS|21662.9600|3694.5000|382.4491|49794.9000|19521.1000|14387.7000|2639.1000|NA|12078.3000|49794.9000|14537.8000
61957|DIVI'S LABORATORIES LTD.|31-03-2017|12|INDAS|23259.1600|4777.9000|481.4895|62051.1000|21933.7000|15591.9000|4435.7000|NA|13199.1000|62051.1000|14892.1000
61957|DIVI'S LABORATORIES LTD.|31-03-2018|12|INDAS|23385.9600|4505.0000|404.4230|83632.0000|38263.0000|19961.9000|1197.6000|NA|13506.7000|83632.0000|12635.2000
61957|DIVI'S LABORATORIES LTD.|31-03-2019|12|INDAS|27606.3700|5320.1000|437.2246|88128.5000|41591.1000|20877.7000|4919.1000|NA|17723.4000|88128.5000|19385.8000
61957|DIVI'S LABORATORIES LTD.|31-03-2020|12|INDAS|31838.0400|6206.2000|427.8018|94528.6000|38661.5000|27818.5000|9196.9000|NA|18638.6000|94528.6000|18794.7000
61957|DIVI'S LABORATORIES LTD.|31-03-2021|12|INDAS|36861.4600|8214.9000|469.5683|114110.8000|46125.7000|37038.7000|7106.2000|NA|21452.3000|114110.8000|28553.3000
61957|DIVI'S LABORATORIES LTD.|31-03-2022|12|INDAS|45892.4500|9618.0000|552.4242|146654.1000|50447.8000|43250.5000|4699.3000|NA|28286.2000|146654.1000|39232.3000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2002|12|IGAAP|7179.9300|1557.7000|ER|17361.9000|NA|4076.4000|581.3000|NA|NA|17361.9000|6248.3000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2003|12|IGAAP|8819.6200|2111.8000|ER|21606.1000|NA|5328.7000|788.0000|NA|NA|21606.1000|4829.2000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2004|12|IGAAP|11372.6600|2710.2000|ER|25182.3000|NA|6361.9000|1059.7000|NA|NA|25182.3000|3526.7000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2005|12|IGAAP|12372.6400|3251.7000|481.4344|29491.4000|NA|7799.0000|616.0000|NA|NA|29491.4000|1299.6000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2006|12|IGAAP|15875.2800|3888.2000|ER|63558.1000|NA|33917.3000|1398.2000|NA|NA|63558.1000|3610.7000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2007|12|IGAAP|41399.5200|7348.1000|ER|77483.9000|NA|35354.3000|2897.8000|NA|NA|77483.9000|17393.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2008|12|IGAAP|33261.8000|8125.0000|ER|77609.0000|NA|39125.0000|2684.0000|NA|NA|77609.0000|10684.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2009|12|IGAAP|43535.7000|10966.0000|ER|73605.0000|NA|29270.0000|4296.0000|NA|NA|73605.0000|14238.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2010|12|IGAAP|44166.5000|12828.0000|ER|74025.0000|NA|23522.0000|7622.0000|NA|NA|74025.0000|17356.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2011|12|IGAAP|46095.7000|14011.0000|ER|90125.0000|41481.0000|33855.0000|5752.0000|NA|15992.0000|90125.0000|16604.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2012|12|IGAAP|54086.7000|17010.0000|ER|113779.0000|43252.0000|34117.0000|7085.0000|NA|19433.0000|113779.0000|29618.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2013|12|IGAAP|68810.2000|20974.0000|ER|135454.0000|49605.0000|40506.0000|5653.0000|NA|21707.0000|135454.0000|32164.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2014|12|IGAAP|74937.2000|24050.0000|ER|160986.0000|57039.0000|46408.0000|6388.0000|NA|24188.0000|160986.0000|36866.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2015|12|IGAAP|90555.5000|31369.0000|ER|186645.0000|67211.0000|53770.0000|5290.0000|NA|25699.0000|186645.0000|45536.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2016|12|INDAS|92163.3000|33008.0000|ER|203841.0000|85901.0000|65630.0000|7722.0000|NA|25579.0000|203841.0000|39665.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2017|12|INDAS|92101.0000|32951.0000|ER|218242.0000|121328.0000|69307.0000|33245.0000|NA|28528.0000|218242.0000|32410.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2018|12|INDAS|91343.7000|28899.0000|ER|225803.0000|119379.0000|69680.0000|34705.0000|NA|29089.0000|225803.0000|29757.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2019|12|INDAS|94746.4000|30633.0000|ER|228544.0000|116167.0000|71910.0000|29335.0000|NA|33579.0000|228544.0000|31708.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2020|12|INDAS|105350.0000|30669.0000|ER|236187.0000|108880.0000|68503.0000|15351.0000|NA|35067.0000|236187.0000|44482.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2021|12|INDAS|114046.8000|32586.0000|ER|270365.0000|123409.0000|82057.0000|15651.0000|NA|45412.0000|270365.0000|49707.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-2022|12|INDAS|129301.0000|35473.0000|ER|302334.0000|123172.0000|81215.0000|12934.0000|NA|50884.0000|302334.0000|49368.0000
66185|EICHER MOTORS LTD.|31-03-2006|12|IGAAP|14032.0800|1361.8000|ER|10755.3000|NA|3062.2000|73.7000|NA|NA|10755.3000|835.9000
66185|EICHER MOTORS LTD.|31-03-2007|12|IGAAP|16275.1400|1488.4000|ER|12087.2000|NA|3015.4000|86.2000|NA|NA|12087.2000|1244.4000
66185|EICHER MOTORS LTD.|31-03-2008|12|IGAAP|18525.6800|1986.2000|ER|11401.8000|NA|3147.4000|194.4000|NA|NA|11401.8000|1312.8000
66185|EICHER MOTORS LTD.|31-12-2008|9|IGAAP|14823.3600|1667.8000|ER|23398.5000|NA|3292.2000|517.6000|NA|NA|23398.5000|113.2000
66185|EICHER MOTORS LTD.|31-12-2009|12|IGAAP|24894.3800|2306.8000|ER|25021.7000|NA|3635.2000|122.3000|NA|NA|25021.7000|1718.8000
66185|EICHER MOTORS LTD.|31-12-2010|12|IGAAP|36454.5300|2883.2000|ER|29802.8000|NA|3843.8000|668.8000|NA|NA|29802.8000|3817.1000
66185|EICHER MOTORS LTD.|31-12-2011|12|IGAAP|46605.2500|3790.2000|ER|38252.5000|11374.5000|5044.2000|3333.6000|NA|4279.6000|38252.5000|5936.5000
66185|EICHER MOTORS LTD.|31-12-2012|12|IGAAP|52978.1900|5026.2000|ER|45116.1000|18685.2000|9918.0000|4822.8000|NA|4888.4000|45116.1000|5510.9000
66185|EICHER MOTORS LTD.|31-12-2013|12|IGAAP|53564.4900|5763.2000|ER|54098.7000|24920.5000|16561.4000|4576.6000|NA|5268.0000|54098.7000|7175.2000
66185|EICHER MOTORS LTD.|31-12-2014|12|IGAAP|68150.1300|7248.4000|ER|65020.9000|35866.9000|23093.3000|4188.0000|NA|6455.2000|65020.9000|11264.9000
66185|EICHER MOTORS LTD.|31-03-2016|15|INDAS|40086.0600|3629.9000|ER|58484.7000|47992.4000|7895.9000|941.6000|NA|3083.9000|58484.7000|17187.3000
66185|EICHER MOTORS LTD.|31-03-2017|12|INDAS|44046.2200|4830.3000|ER|70236.3000|56413.3000|8685.7000|3731.3000|NA|3359.0000|70236.3000|21501.3000
66185|EICHER MOTORS LTD.|31-03-2018|12|INDAS|55778.1300|6473.2000|ER|95448.4000|70084.4000|14978.3000|3332.1000|NA|3946.4000|95448.4000|26313.1000
66185|EICHER MOTORS LTD.|31-03-2019|12|INDAS|62034.0000|7960.1000|ER|114121.0000|69949.4000|18710.7000|4497.4000|NA|6333.8000|114121.0000|29233.6000
66185|EICHER MOTORS LTD.|31-03-2020|12|INDAS|63124.3400|8880.7000|ER|124707.6000|60944.4000|23743.6000|3121.7000|NA|5723.5000|124707.6000|22364.9000
66185|EICHER MOTORS LTD.|31-03-2021|12|INDAS|67224.5200|8762.3000|ER|146064.5000|57781.2000|24333.0000|3142.9000|NA|8746.0000|146064.5000|19156.0000
66185|EICHER MOTORS LTD.|31-03-2022|12|INDAS|75056.9600|9005.4000|ER|162801.2000|106395.7000|24242.8000|5047.8000|NA|11324.0000|162801.2000|21909.1000
85447|GRASIM INDUSTRIES LTD.|31-03-2002|12|IGAAP|27887.9900|4526.6000|ER|64243.1000|NA|33469.6000|1038.3000|NA|NA|64243.1000|8833.0000
85447|GRASIM INDUSTRIES LTD.|31-03-2003|12|IGAAP|28485.4700|4039.6000|ER|68634.4000|NA|36047.0000|925.1000|NA|NA|68634.4000|10989.3000
85447|GRASIM INDUSTRIES LTD.|31-03-2004|12|IGAAP|31870.9400|4172.7000|ER|75616.3000|NA|35663.1000|868.1000|NA|NA|75616.3000|13684.3000
85447|GRASIM INDUSTRIES LTD.|31-03-2005|12|IGAAP|52568.4800|5508.2000|ER|114483.6000|NA|80364.1000|2074.7000|NA|NA|114483.6000|21328.0000
85447|GRASIM INDUSTRIES LTD.|31-03-2006|12|IGAAP|56399.7100|5971.9000|ER|122380.3000|NA|77276.0000|4480.0000|NA|NA|122380.3000|21855.0000
85447|GRASIM INDUSTRIES LTD.|31-03-2007|12|IGAAP|70151.3700|7337.3000|ER|159737.7000|NA|83449.6000|19572.4000|NA|NA|159737.7000|41326.3000
85447|GRASIM INDUSTRIES LTD.|31-03-2008|12|IGAAP|83688.9300|9173.5000|ER|209441.9000|NA|93756.3000|55335.0000|NA|NA|209441.9000|51617.4000
85447|GRASIM INDUSTRIES LTD.|31-03-2009|12|IGAAP|94056.6000|10280.6000|ER|243395.2000|NA|142369.0000|19821.9000|NA|NA|243395.2000|44523.1000
85447|GRASIM INDUSTRIES LTD.|31-03-2010|12|IGAAP|95576.7700|11193.0000|ER|279057.0000|NA|157863.6000|7734.1000|NA|NA|279057.0000|60974.6000
85447|GRASIM INDUSTRIES LTD.|31-03-2011|12|IGAAP|109183.0100|12317.4000|ER|322353.4000|198151.2000|168506.8000|8657.7000|NA|27216.4000|322353.4000|50591.6000
85447|GRASIM INDUSTRIES LTD.|31-03-2012|12|IGAAP|129646.0900|13820.4000|ER|367180.8000|251803.2000|175491.1000|24611.1000|NA|30711.1000|367180.8000|56663.7000
85447|GRASIM INDUSTRIES LTD.|31-03-2013|12|IGAAP|143586.3700|16737.2000|ER|443772.0000|316537.9000|205614.1000|60842.8000|NA|37407.6000|443772.0000|59713.5000
85447|GRASIM INDUSTRIES LTD.|31-03-2014|12|IGAAP|162562.6100|18561.2000|ER|480084.7000|340431.2000|252085.7000|40448.5000|NA|42565.0000|480084.7000|50118.5000
85447|GRASIM INDUSTRIES LTD.|31-03-2015|12|IGAAP|180723.4500|21477.3000|ER|545573.7000|413695.4000|318281.6000|27549.5000|NA|47884.5000|545573.7000|52172.4000
85447|GRASIM INDUSTRIES LTD.|31-03-2016|12|INDAS|188276.2900|21349.3000|ER|614151.0000|463139.7000|342707.8000|16174.1000|NA|41487.5000|614151.0000|65584.3000
85447|GRASIM INDUSTRIES LTD.|31-03-2017|12|INDAS|194537.2500|22655.9000|ER|644917.7000|459849.3000|347861.9000|12969.7000|NA|42314.2000|644917.7000|74343.1000
85447|GRASIM INDUSTRIES LTD.|31-03-2018|12|INDAS|274220.5800|40033.0000|ER|2105963.7000|1700904.8000|692572.0000|21585.5000|NA|58603.6000|2105963.7000|104562.7000
85447|GRASIM INDUSTRIES LTD.|31-03-2019|12|INDAS|366219.4500|54477.1000|ER|2421042.5000|1918298.0000|871130.8000|26053.7000|NA|70591.3000|2421042.5000|142832.8000
85447|GRASIM INDUSTRIES LTD.|31-03-2020|12|INDAS|335374.9600|57711.1000|ER|2476533.9000|1952378.3000|877204.2000|36721.9000|NA|68406.1000|2476533.9000|145920.9000
85447|GRASIM INDUSTRIES LTD.|31-03-2021|12|INDAS|301836.9000|55386.2000|ER|2701001.4000|2094060.0000|850075.6000|53358.8000|NA|61969.6000|2701001.4000|192995.4000
85447|GRASIM INDUSTRIES LTD.|31-03-2022|12|INDAS|402701.7000|63277.1000|ER|2920636.6000|2349455.6000|889813.1000|61656.1000|NA|95364.2000|2920636.6000|214079.6000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2007|12|IGAAP|2743.1700|237.9000|ER|30226.0000|NA|19840.3000|3090.4000|NA|NA|30226.0000|2997.2000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2008|12|IGAAP|3037.6000|404.7000|ER|59163.3000|NA|29739.1000|5070.2000|NA|NA|59163.3000|4840.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2009|12|IGAAP|4725.5800|486.4000|ER|71589.8000|NA|35596.7000|14788.9000|NA|NA|71589.8000|7019.4000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2010|12|IGAAP|5712.6700|630.0000|ER|87662.0000|NA|48529.0000|17105.9000|NA|NA|87662.0000|9262.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2011|12|IGAAP|7759.7800|832.6000|ER|95517.4000|87669.0000|63911.9000|16906.3000|NA|423.4000|95517.4000|11801.8000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2012|12|IGAAP|9988.8600|1189.9000|ER|259584.3000|239696.1000|184279.3000|33991.7000|NA|691.0000|259584.3000|19959.4000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2013|12|IGAAP|13537.3000|1381.8000|ER|211388.4000|161120.2000|113824.6000|29112.0000|NA|979.5000|211388.4000|23545.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2014|12|IGAAP|21445.5800|1789.3000|ER|247738.3000|193257.1000|131629.8000|19529.4000|NA|1694.4000|247738.3000|29258.7000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2015|12|IGAAP|25436.6600|2562.5000|ER|321339.9000|253298.5000|205268.9000|12664.8000|1230.6000|2591.9000|321339.9000|39501.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2016|12|INDAS|28972.4400|3008.5000|265.2019|402207.7000|331400.0000|208832.2000|19667.6000|6827.5000|2118.9000|402207.7000|45312.3000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2017|12|INDAS|35180.5500|4129.4000|ER|451269.3000|331871.8000|210535.0000|44530.0000|9351.7000|6570.9000|451269.3000|60121.6000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2018|12|INDAS|46100.5700|4913.5000|ER|491216.2000|348030.2000|226700.1000|45242.1000|NA|5202.9000|491216.2000|73144.1000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2019|12|INDAS|42367.8500|5715.3000|353.2067|592774.6000|445904.7000|281214.2000|44834.8000|NA|8066.8000|592774.6000|71042.1000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2020|12|INDAS|48733.4700|5956.6000|321.4824|622895.8000|473943.5000|327145.1000|32163.3000|4223.3000|2882.8000|622895.8000|72604.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2021|12|INDAS|54690.0000|6621.0000|ER|755934.7000|625664.4000|482909.6000|36971.3000|NA|9918.5000|755934.7000|80202.2000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|31-03-2022|12|INDAS|74093.7200|7280.0000|ER|950148.7000|770867.2000|568110.1000|39857.6000|NA|3811.9000|950148.7000|99751.4000
88258|H C L TECHNOLOGIES LTD.|30-06-2002|12|IGAAP|6238.9100|6382.6000|ER|24725.8000|NA|4303.7000|225.1000|NA|NA|24725.8000|4202.5000
88258|H C L TECHNOLOGIES LTD.|30-06-2003|12|IGAAP|9709.2200|11118.5000|ER|29741.8000|NA|4634.4000|325.2000|NA|NA|29741.8000|3881.6000
88258|H C L TECHNOLOGIES LTD.|30-06-2004|12|IGAAP|12099.2400|13591.0000|ER|36549.4000|NA|4416.8000|1446.3000|NA|NA|36549.4000|5679.7000
88258|H C L TECHNOLOGIES LTD.|30-06-2005|12|IGAAP|14380.1200|18061.8000|643.5866|44591.6000|NA|12363.0000|1001.1000|NA|NA|44591.6000|7954.5000
88258|H C L TECHNOLOGIES LTD.|30-06-2006|12|IGAAP|19839.1000|25716.0000|ER|42753.9000|NA|7685.7000|1828.1000|NA|NA|42753.9000|9775.5000
88258|H C L TECHNOLOGIES LTD.|30-06-2007|12|IGAAP|26562.0100|35353.2000|ER|55389.1000|NA|9006.8000|2183.9000|NA|NA|55389.1000|17201.7000
88258|H C L TECHNOLOGIES LTD.|30-06-2008|12|IGAAP|33915.9500|43890.2000|ER|72718.5000|NA|11284.2000|4302.5000|NA|NA|72718.5000|14335.7000
88258|H C L TECHNOLOGIES LTD.|30-06-2009|12|IGAAP|46315.8300|60922.2000|967.8508|125892.9000|NA|49157.7000|4891.3000|NA|NA|125892.9000|18589.7000
88258|H C L TECHNOLOGIES LTD.|30-06-2010|12|IGAAP|55689.1400|72684.6000|981.8942|136417.7000|NA|48396.2000|6091.3000|NA|NA|136417.7000|19556.7000
88258|H C L TECHNOLOGIES LTD.|30-06-2011|12|IGAAP|74965.4400|98085.7000|1131.0204|150806.8000|72577.8000|52457.8000|5558.5000|NA|1663.5000|150806.8000|26434.2000
88258|H C L TECHNOLOGIES LTD.|30-06-2012|12|IGAAP|95941.9800|122647.9000|1332.6225|203717.3000|92577.8000|64531.0000|5784.7000|NA|2261.6000|203717.3000|41503.9000
88258|H C L TECHNOLOGIES LTD.|30-06-2013|12|IGAAP|111481.7800|138208.9000|1483.3823|255227.1000|98388.1000|67525.3000|4938.4000|NA|2315.0000|255227.1000|59053.0000
88258|H C L TECHNOLOGIES LTD.|30-06-2014|12|IGAAP|130722.2200|164893.6000|1645.4516|344393.8000|107166.2000|74439.4000|5309.5000|NA|1223.0000|344393.8000|81458.0000
88258|H C L TECHNOLOGIES LTD.|30-06-2015|12|IGAAP|151182.2900|196075.2000|1689.8612|413039.7000|122432.6000|82752.7000|5515.2000|NA|1576.1000|413039.7000|85017.0000
88258|H C L TECHNOLOGIES LTD.|31-03-2016|9|INDAS|124998.3600|165954.7000|1483.8245|397917.3000|144348.6000|97160.9000|6109.0000|NA|2644.8000|397917.3000|67345.9000
88258|H C L TECHNOLOGIES LTD.|31-03-2017|12|INDAS|185164.0000|244960.0000|1971.6658|463680.0000|196090.0000|152350.0000|4480.0000|NA|2760.0000|463680.0000|106810.0000
88258|H C L TECHNOLOGIES LTD.|31-03-2018|12|INDAS|296379.0000|261900.0000|1935.8551|483820.0000|234650.0000|187530.0000|3200.0000|NA|1720.0000|483820.0000|119180.0000
88258|H C L TECHNOLOGIES LTD.|31-03-2019|12|INDAS|360695.0000|310980.0000|1984.5885|589580.0000|288530.0000|228880.0000|2350.0000|NA|910.0000|589580.0000|140580.0000
88258|H C L TECHNOLOGIES LTD.|31-03-2020|12|INDAS|424332.0000|367770.0000|2176.4570|835310.0000|444860.0000|374900.0000|4000.0000|NA|910.0000|835310.0000|174770.0000
88258|H C L TECHNOLOGIES LTD.|31-03-2021|12|INDAS|462226.0000|394260.0000|2147.3293|893850.0000|457810.0000|371450.0000|3120.0000|NA|940.0000|893850.0000|200220.0000
88258|H C L TECHNOLOGIES LTD.|31-03-2022|12|INDAS|532883.0000|472020.0000|2074.7307|923740.0000|438050.0000|350770.0000|1290.0000|NA|1610.0000|923740.0000|208920.0000
88297|H D F C BANK LTD.|31-03-2006|12|IGAAP|5937.3000|4940.8000|ER|736013.2000|NA|8714.6000|NA|NA|NA|736013.2000|22633.2000
88297|H D F C BANK LTD.|31-03-2007|12|IGAAP|8623.2800|7998.6000|ER|913945.5000|NA|9875.3000|NA|NA|NA|913945.5000|30403.1000
88297|H D F C BANK LTD.|31-03-2008|12|IGAAP|13201.6200|13384.3000|ER|1332693.5000|NA|11962.5000|NA|NA|NA|1332693.5000|42719.7000
88297|H D F C BANK LTD.|31-03-2009|12|IGAAP|22019.1400|23013.8000|ER|1834917.3000|NA|17322.9000|NA|NA|NA|1834917.3000|60438.5000
88297|H D F C BANK LTD.|31-03-2010|12|IGAAP|23241.1800|23893.1000|ER|2230457.4000|NA|21490.7000|NA|NA|NA|2230457.4000|74112.6000
88297|H D F C BANK LTD.|31-03-2011|12|IGAAP|28641.0700|29771.4000|ER|2780388.0000|NA|22470.5000|NA|NA|NA|2780388.0000|86115.6000
88297|H D F C BANK LTD.|31-03-2012|12|IGAAP|33670.2700|35730.9000|ER|3411165.0000|NA|23779.1000|NA|NA|NA|3411165.0000|104046.0000
88297|H D F C BANK LTD.|31-03-2013|12|IGAAP|39689.6100|42017.9000|ER|4077805.5000|NA|27733.0000|NA|NA|NA|4077805.5000|125173.9000
88297|H D F C BANK LTD.|31-03-2014|12|IGAAP|42395.1600|44944.7000|ER|5036798.8000|NA|30262.7000|NA|NA|NA|5036798.8000|158316.7000
88297|H D F C BANK LTD.|31-03-2015|12|IGAAP|47702.0600|51626.8000|ER|6071700.8000|NA|34120.9000|NA|NA|NA|6071700.8000|192447.1000
88297|H D F C BANK LTD.|31-03-2016|12|IGAAP|57155.5500|63061.4000|ER|7623068.4000|NA|36668.4000|NA|NA|NA|7623068.4000|235004.6000
88297|H D F C BANK LTD.|31-03-2017|12|IGAAP|74661.2600|85047.0000|ER|8924627.0000|NA|39997.0000|NA|NA|NA|8924627.0000|286552.5000
88297|H D F C BANK LTD.|31-03-2018|12|IGAAP|80674.1200|91939.0000|ER|11032327.8000|NA|39593.5000|NA|NA|NA|11032327.8000|368039.9000
88297|H D F C BANK LTD.|31-03-2019|12|IGAAP|92031.7800|104511.5000|550.0605|12928057.0000|NA|43686.3000|NA|NA|NA|12928057.0000|446422.3000
88297|H D F C BANK LTD.|31-03-2020|12|IGAAP|110829.9900|129201.3000|646.0065|15808304.3000|NA|47756.5000|NA|NA|NA|15808304.3000|548390.1000
88297|H D F C BANK LTD.|31-03-2021|12|IGAAP|117246.1800|136766.7000|ER|17995066.4000|NA|52483.5000|NA|NA|NA|17995066.4000|656748.7000
88297|H D F C BANK LTD.|31-03-2022|12|IGAAP|135207.0800|158970.3000|ER|21229343.0000|NA|64320.7000|NA|NA|NA|21229343.0000|709163.8000
92590|HERO MOTOCORP LTD.|31-03-2014|12|IGAAP|204822.3800|9303.5000|ER|101367.8000|45681.0000|22472.9000|8459.5000|NA|6695.5000|101367.8000|35574.0000
92590|HERO MOTOCORP LTD.|31-03-2015|12|IGAAP|216201.9800|11109.0000|ER|106717.6000|52809.4000|29522.8000|7178.3000|NA|8613.9000|106717.6000|35412.8000
92590|HERO MOTOCORP LTD.|31-03-2016|12|INDAS|213222.8500|12488.9000|ER|139293.3000|76118.7000|37837.1000|6524.7000|NA|7619.9000|139293.3000|45028.4000
92590|HERO MOTOCORP LTD.|31-03-2017|12|INDAS|223377.2400|14324.9000|ER|164908.9000|88966.8000|45988.5000|5809.6000|NA|7085.8000|164908.9000|47542.4000
